heave_com_m,pitch_rad,volume_m3,F_b_N,CoB_x_B_m,CoB_y_B_m,CoB_z_B_m
0.0248,-0.3490658503988659,0.010817486340714945,106.11954100241361,0.19257797862550374,1.1837401222072273e-05,0.010703154096025083
0.0238,-0.3490658503988659,0.010763402982753032,105.58898326080725,0.1940222722685258,3.40389985808424e-06,0.010713018585269428
0.0228,-0.3490658503988659,0.010709393243125353,105.05914771505972,0.19542080536505027,6.860521972478889e-07,0.0107406015633724
0.0218,-0.3490658503988659,0.010654932760529945,104.52489038079877,0.1968432925170111,6.71322454281694e-07,0.01076316233092714
0.0208,-0.3490658503988659,0.010599587491377177,103.9819532904101,0.19830749323329958,2.2386497128423175e-06,0.010777055354614852
0.0198,-0.3490658503988659,0.010546858131565756,103.46467827066007,0.19967504214436205,-8.80978955043067e-06,0.010808490078602934
0.0188,-0.3490658503988659,0.01049055163923932,102.91231158093774,0.20117573672234385,3.5001622241892654e-06,0.010818330242688898
0.0178,-0.3490658503988659,0.010436675502790213,102.383786682372,0.20258317281397165,-1.6131337315659221e-06,0.01084418507794796
0.016800000000000002,-0.3490658503988659,0.010380047190510212,101.82826293890518,0.20407292252987086,1.6078689208759627e-06,0.01085810820417743
0.0158,-0.3490658503988659,0.010326236840612266,101.30038340640633,0.20548541689643673,-1.2075724434780688e-06,0.010882752972066853
0.0148,-0.3490658503988659,0.010270277462145838,100.75142190365068,0.20696095071389692,7.1777730062240595e-06,0.010900080721303287
0.013800000000000002,-0.3490658503988659,0.010214448286468362,100.20373769025464,0.20842965648666104,1.254245470960622e-05,0.010917256916546672
0.0128,-0.3490658503988659,0.010161029701425904,99.67970137098811,0.20982653292793546,3.739542150867008e-06,0.01094411402617397
0.011800000000000001,-0.3490658503988659,0.01010564746095777,99.13640159199574,0.21128660908995606,1.815322999105814e-06,0.010964081519410057
0.0108,-0.3490658503988659,0.010049684528761496,98.58740522715028,0.21277195910598304,3.2300648032622885e-06,0.010978837874049074
0.009800000000000001,-0.3490658503988659,0.009994041197242641,98.04154414495031,0.2142595145662232,5.082065966750538e-07,0.01099109708730632
0.0088,-0.3490658503988659,0.009828290591518747,96.41553070279892,0.22421533584570638,7.117830998288925e-07,0.008779511584288538
0.0078000000000000005,-0.3490658503988659,0.009881341005626636,96.93595526519731,0.21726832072133592,1.8630018608991555e-06,0.01101679535383894
0.0068000000000000005,-0.3490658503988659,0.009718452951020026,95.33802344950647,0.22719615293654472,-9.135564584047393e-07,0.008811968842261944
0.0058000000000000005,-0.3490658503988659,0.009661574897949096,94.78004974888064,0.22874580450801565,2.6603146546618224e-07,0.008820241091442832
0.0048000000000000004,-0.3490658503988659,0.009712059434864037,95.27530305601621,0.22189369749158136,2.8078140428390585e-06,0.011030551611173528
0.003800000000000001,-0.3490658503988659,0.009550661666183463,93.69199094525976,0.23175818534244924,3.887292501355509e-06,0.008849632349419947
0.002800000000000001,-0.3490658503988659,0.009598587943667906,94.16214772738216,0.22499708902969026,-1.5656786765676172e-05,0.011032510431428694
0.0018000000000000008,-0.3490658503988659,0.009540904358637008,93.59627175822905,0.22660295515132362,-1.1618634126774575e-05,0.011027151423161366
0.0008000000000000007,-0.3490658503988659,0.009482603295847068,93.02433833225975,0.22823704779116813,-3.979192410808093e-06,0.011012115389105459
-0.00019999999999999928,-0.3490658503988659,0.009424818741342295,92.4574718525679,0.22985259424571822,-2.9402404963757753e-06,0.011003807642279803
-0.0011999999999999992,-0.3490658503988659,0.009368875332331042,91.90866701016752,0.23141853918623845,-1.4774294914728209e-05,0.011000911479263784
-0.0021999999999999993,-0.3490658503988659,0.009216142641391572,90.41035931205133,0.24085959684125963,-4.262771547433284e-06,0.00894346898386568
-0.0031999999999999993,-0.3490658503988659,0.00915856864050011,89.84555836330608,0.24243338742728032,1.1867862905416302e-05,0.008950957874852214
-0.004199999999999999,-0.3490658503988659,0.009192819964202105,90.18156384882265,0.23642577219628266,-1.2775316249026095e-06,0.010946370627721705
-0.005199999999999999,-0.3490658503988659,0.009051484884167212,88.79506671368036,0.2453751844563229,-9.867338138143012e-06,0.00900158465263122
-0.006199999999999999,-0.3490658503988659,0.00899521190864003,88.2430288237587,0.24691994813834894,-1.3410986553321695e-05,0.009012687030013289
-0.007199999999999999,-0.3490658503988659,0.008937981393698105,87.68159747217841,0.24849571199557935,-6.775698690115142e-06,0.009024118016646238
-0.008199999999999999,-0.3490658503988659,0.008959473870721898,87.89243867178182,0.2430910166871408,7.388464201592648e-06,0.010881056955994103
-0.0092,-0.3490658503988659,0.008824549063101773,86.56882630902841,0.25159995159304727,-2.5727695285268064e-07,0.00905411421472152
-0.010199999999999999,-0.3490658503988659,0.008846368586403947,86.78287583262271,0.24635627246063746,-3.7789713700172844e-06,0.010861906316135733
-0.0112,-0.3490658503988659,0.008787993069162798,86.21021200848706,0.24805132555690518,-4.679766183723508e-07,0.010841844781383517
-0.012199999999999999,-0.3490658503988659,0.008728501093683517,85.62659572903532,0.2497728456619337,4.121753736476204e-06,0.010818088211134183
-0.0132,-0.3490658503988659,0.008672196470747169,85.07424737802972,0.251402870440521,-9.812195408034424e-06,0.010807848485860028
-0.014199999999999999,-0.3490658503988659,0.008612127452765917,84.48497031163366,0.25315123070663953,1.7727913792352548e-07,0.010780195119425143
-0.0152,-0.3490658503988659,0.008553256991192438,83.90745108359782,0.254872947706416,1.3291753969087493e-07,0.010756548179208542
-0.0162,-0.3490658503988659,0.00849472525221643,83.33325472424318,0.256587165580284,2.6873752611079046e-06,0.010731573769475478
-0.0172,-0.3490658503988659,0.008438068822078015,82.77745514458535,0.2582327238702368,-1.0832104688325414e-05,0.01072035521653382
-0.0182,-0.3490658503988659,0.008378688109157897,82.19493035083897,0.2599826042122404,-5.386721881065274e-06,0.010690222578445013
-0.0192,-0.3490658503988659,0.008318268840809901,81.60221732834513,0.2617585977626086,3.87151128342803e-06,0.01065896406492152
-0.0202,-0.3490658503988659,0.00825956108200383,81.02629421445756,0.26349370258787286,5.543928986425084e-06,0.01063224424106643
-0.0212,-0.3490658503988659,0.008199344159523099,80.4355662049216,0.26527349279744483,1.3039447780305927e-05,0.010601900477923795
-0.0222,-0.3490658503988659,0.008141287110241575,79.86602655146984,0.2669913595273509,1.1626993792953542e-05,0.010578467385303963
-0.0232,-0.3490658503988659,0.008084340441539637,79.30737973150386,0.2686677259762188,-8.218502397610615e-07,0.010566065793706364
-0.0242,-0.3490658503988659,0.00802294267785572,78.7050676697646,0.2704933832210715,1.6916167938750975e-05,0.010527942630666046
-0.0252,-0.3490658503988659,0.007963090153702387,78.11791440782042,0.27226316058927214,2.1555197516314166e-05,0.010501130667284753
-0.026199999999999998,-0.3490658503988659,0.007904534481235367,77.54348326091896,0.27399234916501214,2.068054330288266e-05,0.010481074849124208
-0.0272,-0.3490658503988659,0.00784557813632598,76.96512151735787,0.2757366964656873,2.27058269299153e-05,0.010458911959896164
-0.0282,-0.3490658503988659,0.00778826046616123,76.40283517304168,0.2774283972877545,8.232600369888627e-06,0.010448695784688003
-0.0292,-0.3490658503988659,0.0077286302759363105,75.81786300693521,0.2791995214269557,1.9764713757106837e-05,0.010424184612154108
-0.030199999999999998,-0.3490658503988659,0.007670533432611955,75.24793297392328,0.2809162999922763,1.6247352228842903e-05,0.010411108839691
-0.0312,-0.3490658503988659,0.007612182389394817,74.67550923996316,0.28264257343576693,1.4371034274536842e-05,0.010397483405501631
-0.0322,-0.3490658503988659,0.007555082640108379,74.11536069946321,0.28431666952931267,3.729475408946934e-06,0.010394554058768185
-0.0332,-0.3490658503988659,0.007495637141395799,73.53220035709279,0.2860702181898691,1.237416906286279e-05,0.010377124244847075
-0.0342,-0.3490658503988659,0.007438386460328045,72.97057117581812,0.28774506084242346,2.9114564583692727e-06,0.010375024167942545
-0.0352,-0.3490658503988659,0.007380454774755143,72.40226134034796,0.2894503430091079,-1.5019402656430946e-07,0.010371434148143024
-0.0362,-0.3490658503988659,0.007321304923828947,71.82200130276198,0.2912013093273582,1.0070845170261742e-05,0.010358075254865748
-0.037200000000000004,-0.3490658503988659,0.007262966069052976,71.2496971374097,0.29291628993853935,1.3357212563908198e-05,0.010354835649126842
-0.038200000000000005,-0.3490658503988659,0.007205409995637766,70.6850720572065,0.2946040743739176,8.013772357480504e-06,0.010358722342747567
-0.039200000000000006,-0.3490658503988659,0.007149978769978201,70.14129173348616,0.29627295300879475,4.7929320970695675e-05,0.010365357997029923
-0.0402,-0.3490658503988659,0.0070932018934672676,69.5843105749139,0.2979452861508115,5.0102564191092475e-05,0.010369907491297209
-0.0412,-0.3490658503988659,0.007032268118039137,68.98655023796394,0.29967226262714086,-5.332439595453639e-06,0.010367339913605486
-0.0422,-0.3490658503988659,0.006975993296600089,68.43449423964688,0.30138563663249157,5.5082431362982435e-05,0.01036933201682154
-0.0432,-0.3490658503988659,0.006918898204604527,67.8743913871704,0.30299130577514216,-6.90287458324163e-06,0.010393512980883993
-0.0442,-0.3490658503988659,0.006858614308668695,67.28300636803989,0.3047785026832999,-1.5755653243182645e-05,0.01038258842626931
-0.045200000000000004,-0.3490658503988659,0.006803555693527345,66.74288135350326,0.30642789838987333,2.6140343542625114e-05,0.010401819586140448
-0.046200000000000005,-0.3490658503988659,0.0067434210652078195,66.15296064968871,0.30818602184294247,7.490846584387618e-06,0.01039791420227515
-0.047200000000000006,-0.3490658503988659,0.0066878680837940815,65.60798590201995,0.3097550883780644,-8.756196914909423e-06,0.010439332609167032
-0.0482,-0.3490658503988659,0.006630835737782899,65.04849858765024,0.3114942714801634,2.2812841286041944e-05,0.010442271815463325
-0.0492,-0.3490658503988659,0.0065730154461497705,64.48128152672925,0.3131605619909035,1.7227335073775078e-05,0.010470012526612268
-0.0502,-0.3490658503988659,0.006512659544140795,63.88919012802121,0.31502750519292244,-1.2291508203429461e-05,0.010434090834388954
-0.0512,-0.3490658503988659,0.006460699919631772,63.37946621158769,0.31662346930463386,3.0378642887776515e-05,0.010470917392429169
-0.0522,-0.3490658503988659,0.0064018000671843805,62.801658659078775,0.3184498012728183,1.1003047322241403e-07,0.01045306098459746
-0.053200000000000004,-0.3490658503988659,0.006340589777059719,62.20118571295585,0.3204370460011441,-3.6764338178638564e-05,0.010388520934472206
-0.054200000000000005,-0.3490658503988659,0.006287839013598756,61.683700723403796,0.3221805499959059,2.7467142758958683e-05,0.0103893868319158
-0.055200000000000006,-0.3490658503988659,0.006217637795915471,60.995026777930775,0.32539475993992856,1.8673896182780698e-05,0.010009441504697944
-0.060200000000000004,-0.3490658503988659,0.005934836909011673,58.22075007740451,0.3338406075913001,1.3707352514008216e-05,0.010114812128174486
-0.06520000000000001,-0.3490658503988659,0.005654136707590381,55.467081101461645,0.3421411126168996,4.702449299088101e-05,0.010333207212296955
-0.0702,-0.3490658503988659,0.0053776646379872445,52.75489009865487,0.3504553601743652,2.621230467066122e-05,0.01053923516343408
-0.0752,-0.3490658503988659,0.005103580173824529,50.06612150521863,0.358785228991108,1.179904899232491e-05,0.010774077184900921
-0.08020000000000001,-0.3490658503988659,0.004830820198053095,47.39034614290086,0.36718732348289396,2.0265371923238738e-05,0.011027836007861003
-0.0852,-0.3490658503988659,0.004561519839299996,44.748509623532954,0.3756065972400961,2.2688127272487603e-05,0.011324956853430601
-0.0902,-0.3490658503988659,0.004293783975614921,42.12202080078237,0.38412115810376496,2.7449999313951953e-05,0.011641878314389065
-0.0952,-0.3490658503988659,0.004030614114312922,39.54032446140977,0.39261626562490465,2.2369559427764613e-05,0.012005161585489824
-0.1002,-0.3490658503988659,0.003770663249595564,36.990206478532485,0.4011634775844038,4.559132079618722e-05,0.012397865505811456
-0.1052,-0.3490658503988659,0.003518208650533905,34.513626861737606,0.40963394824365607,4.040037135701106e-05,0.012837193429290683
-0.1102,-0.3490658503988659,0.0032757810792323322,32.13541238726918,0.41788645554123494,8.262606510350625e-05,0.013360527700104763
-0.1152,-0.3490658503988659,0.0030327375402491195,29.751155269843867,0.4263759823704958,0.00010795099369486722,0.013865233737938715
-0.1202,-0.3490658503988659,0.0028099325442791845,27.565438259378798,0.43422985741258224,3.935322295485969e-05,0.01452676061914282
-0.1252,-0.3490658503988659,0.002588494320318352,25.393129282323034,0.44224250723771164,5.218154470565358e-05,0.01518780419030405
-0.13019999999999998,-0.3490658503988659,0.0023780858567515237,23.329022254732447,0.449979649614131,8.560293753659019e-05,0.01593573057758857
-0.1352,-0.3490658503988659,0.002175348768709449,21.340171421039695,0.45759155561021325,2.4954983745321627e-06,0.016720485816852704
-0.1402,-0.3490658503988659,0.00198371948323943,19.460288130578807,0.46493196318943664,3.5637376296238335e-05,0.01759171596907233
-0.1452,-0.3490658503988659,0.0018024773219545709,17.68230252837434,0.47194458320460025,1.4149450206358192e-05,0.01854550595461968
-0.1502,-0.3490658503988659,0.0016306505716206414,15.996682107598494,0.47869637205594223,1.9600653945664952e-05,0.01958373091813259
-0.15519999999999998,-0.3490658503988659,0.0014656417648137518,14.377945712822907,0.48516393785626444,6.210149408312809e-06,0.020751268298347225
0.0248,-0.33161255787892263,0.010904839289038253,106.97647342546527,0.18988141424220492,5.5879831813491194e-06,0.01081661499571393
0.0238,-0.33161255787892263,0.010848734489475655,106.42608534175618,0.19131266508729075,4.297776181255089e-06,0.010854164588296945
0.0228,-0.33161255787892263,0.010790138836900253,105.85126198999149,0.19290045370588577,4.025482797444194e-06,0.01084950546879751
0.0218,-0.33161255787892263,0.010735137733610988,105.31170116672381,0.19429786549347403,-5.1541431618777105e-06,0.010893892423013418
0.0208,-0.33161255787892263,0.010676544391348611,104.73690047912989,0.19581150430832994,9.536787731686075e-06,0.010918381981615072
0.0198,-0.33161255787892263,0.010619451190858801,104.17681618232484,0.19730957266792767,1.5676944925648905e-06,0.010941179806297649
0.0188,-0.33161255787892263,0.010561460372718203,103.60792625636557,0.19884641118901047,9.26991368920809e-06,0.010954598277497944
0.0178,-0.33161255787892263,0.010504395314252239,103.04811803281447,0.20034976753127903,-3.988012116378566e-06,0.010972616068998499
0.016800000000000002,-0.33161255787892263,0.010447243964584844,102.48746329257733,0.20184351927213656,-5.778254322682722e-06,0.010996750966200515
0.0158,-0.33161255787892263,0.010389789109144126,101.92383116070387,0.20335479465676823,4.46062126965378e-06,0.011021201194742432
0.0148,-0.33161255787892263,0.010333438893283935,101.37103554311541,0.2048032573184816,3.898642383392656e-06,0.011057273814321082
0.013800000000000002,-0.33161255787892263,0.010275834566181634,100.80593709424184,0.20630460987958138,4.123289090295497e-06,0.011083284885571247
0.0128,-0.33161255787892263,0.010217600896633082,100.23466479597053,0.20785097138141728,2.8693343858920963e-06,0.011097887207742047
0.011800000000000001,-0.33161255787892263,0.010159004749679392,99.65983659435484,0.20939155254808117,5.989067598893606e-06,0.011117568422563992
0.0108,-0.33161255787892263,0.010101583883967783,99.09653790172396,0.21087045088642878,3.5145777843553685e-06,0.011151167440798998
0.009800000000000001,-0.33161255787892263,0.01004210411797672,98.51304139735163,0.21245833674557174,6.745637886171472e-06,0.011159533646192848
0.0088,-0.33161255787892263,0.009984635619590189,97.94927542817975,0.21395319036090113,-9.239178606477416e-08,0.011188693344920245
0.0078000000000000005,-0.33161255787892263,0.009925399242477295,97.36816656870228,0.21550597509313243,5.824965765655653e-06,0.011208417035961787
0.0068000000000000005,-0.33161255787892263,0.009868804569767943,96.81297282942353,0.216989258526542,8.685541572482068e-07,0.011239124161867398
0.0058000000000000005,-0.33161255787892263,0.009811502786953908,96.25084234001784,0.21848386861256225,-7.1204104501581445e-06,0.011269539565717177
0.0048000000000000004,-0.33161255787892263,0.009750717376081557,95.65453745936007,0.22008192805775384,3.906440777680519e-07,0.011285477679096184
0.003800000000000001,-0.33161255787892263,0.009691578555531963,95.07438562976857,0.22161699502097462,-4.563725018447209e-06,0.011308513226863201
0.002800000000000001,-0.33161255787892263,0.009633454268296877,94.50418637199236,0.2231437909930986,-6.002670681953857e-06,0.011331920198556417
0.0018000000000000008,-0.33161255787892263,0.009574982732577036,93.93058060658072,0.2246789309599429,-9.10145895013809e-06,0.01135754677650358
0.0008000000000000007,-0.33161255787892263,0.009405147555563874,92.2644975200816,0.2352964430995716,-8.842669366165082e-06,0.009038055984502483
-0.00019999999999999928,-0.33161255787892263,0.00934986785079001,91.72220361624998,0.23681643818494344,-1.9676929061153496e-05,0.009063714685432128
-0.0011999999999999992,-0.33161255787892263,0.00929080513848295,91.14279840851775,0.23842297403764448,-1.6646260961317066e-05,0.0090801309597036
-0.0021999999999999993,-0.33161255787892263,0.009338763390804175,91.61326886378896,0.23101060780646998,-9.730484636008608e-06,0.011424288902312216
-0.0031999999999999993,-0.33161255787892263,0.009167940498905347,89.93749629426146,0.24175431453468382,1.2622398093323662e-05,0.00909544838279229
-0.004199999999999999,-0.33161255787892263,0.009218281125546408,90.43133784161027,0.23430521803211188,3.9420431867537105e-06,0.011435887466605843
-0.005199999999999999,-0.33161255787892263,0.009158074009376196,89.84070603198049,0.23597443298351867,5.649334170702485e-07,0.011438280692020616
-0.006199999999999999,-0.33161255787892263,0.008995254455847541,88.2434462118644,0.24648652978943927,-2.0520774336487938e-06,0.009159861540962433
-0.007199999999999999,-0.33161255787892263,0.009035557793452931,88.63882195377326,0.23938070491716062,1.4653154848585525e-05,0.011432733290248062
-0.008199999999999999,-0.33161255787892263,0.008977304195941583,88.06735416218693,0.2410096777566399,1.5422852285947355e-06,0.011438034886817466
-0.0092,-0.33161255787892263,0.008916574525053279,87.47159609077266,0.24271924712329618,9.630225348155565e-07,0.01143124793743483
-0.010199999999999999,-0.33161255787892263,0.008855174992834882,86.86926667971021,0.24445651013113584,1.405155721091603e-06,0.011423924963104626
-0.0112,-0.33161255787892263,0.008793685143123951,86.26605125404598,0.24620050034202623,5.607310407899469e-06,0.011409548220392612
